,symbol,date,open,close,volume,high,low
0,CEA,2018-07-23,32.92,32.46,428068,33.89,30.4575
1,CEA,2018-06-29,39.09,34.15,515563,43.88,32.06
2,CEA,2018-05-31,40.25870839694657,38.893,343588,41.703588295165396,37.80439185750637
3,CEA,2018-04-30,36.408980103295626,40.2389,475329,40.93659858583375,33.48953212001968
4,CEA,2018-03-29,41.891631440217395,36.4189,505662,42.17862820652174,34.607851440217395
5,CEA,2018-02-28,43.24740392342236,41.8718,624410,44.86052219333491,36.121973528716616
6,CEA,2018-01-31,36.09230979519145,44.4548,621799,44.63293588601959,35.57769501335708
7,CEA,2017-12-29,29.036127227448812,35.7657,324501,36.22637884200332,27.977209158826785
8,CEA,2017-11-30,26.067227922738056,29.2044,260095,31.399826667570316,24.384832802439853
9,CEA,2017-10-31,24.424385714285716,25.2161,198603,25.819782142857143,24.40459285714286
10,CEA,2017-09-29,27.096453436988543,24.1869,367610,27.46262172667758,24.1869
11,CEA,2017-08-31,27.413117946851113,27.1855,220871,27.799078813250823,26.13647815799054
12,CEA,2017-07-31,30.471187088607596,27.3637,214235,30.490980000000004,26.87877367088608
13,CEA,2017-06-30,29.867449607843138,30.2831,346036,30.342478627450983,27.789197647058824
14,CEA,2017-05-31,25.63044299829642,28.7339,355620,28.861171107325383,25.63044299829642
15,CEA,2017-04-28,27.999673422562143,25.6011,252650,28.890572122370937,25.57172971319312
16,CEA,2017-03-31,27.353553076923077,27.9997,474588,30.251424125874124,25.55217377622378
17,CEA,2017-02-28,24.749321361332367,27.0402,262181,27.817630225199128,23.985695148443153
18,CEA,2017-01-31,22.360541284257742,24.6197,515552,25.41504604813183,22.282318550080326
19,CEA,2016-12-30,23.378787114093956,21.8809,713308,23.439779510961966,20.93125914988814
20,CEA,2016-11-30,22.125569641367807,23.4766,397058,23.7017717264387,21.638807109257716
21,CEA,2016-10-31,22.957767801857585,22.1354,369170,23.868246439628482,21.831907120743036
22,CEA,2016-09-30,24.73057173068623,22.3569,575919,25.7340752265861,22.10602412602503
23,CEA,2016-08-31,26.477061218195836,25.0297,449147,28.677050269853503,24.595491634541244
24,CEA,2016-07-29,24.2191320754717,27.1042,423725,27.72077471698113,24.161237735849056
25,CEA,2016-06-30,26.029767503946335,24.4507,696936,26.82436700868193,23.958598303078137
26,CEA,2016-05-31,25.473594644849385,25.9464,664235,28.0884977314987,25.251665600595018
27,CEA,2016-04-29,27.075242803030303,25.4735,864464,30.48367429545455,25.39630757575758
28,CEA,2016-03-31,22.67529632408102,25.7244,953172,27.142812153038257,22.588454763690923
29,CEA,2016-02-29,22.453378922815947,22.7525,561430,23.823546437659036,20.195497243426637
30,CEA,2016-01-29,25.39634782608696,23.3025,917857,25.676170807453417,22.627065217391305
31,CEA,2015-12-31,26.177943319118693,27.1525,795025,28.62880863539446,23.910410447761194
32,CEA,2015-11-30,30.336688888888887,26.0525,718278,30.481424999999998,25.627940740740737
33,CEA,2015-10-30,28.966499626865676,31.0314,1182959,32.35727831902986,27.6156302238806
34,CEA,2015-09-30,23.572663770053474,28.87,2351452,29.304207887700535,22.385828877005345
35,CEA,2015-08-31,39.117414545454544,24.9429,1955328,41.462143636363635,24.09378
36,CEA,2015-07-31,39.9953570192783,39.0401,1593634,48.872492956005935,31.745410034602077
37,CEA,2015-06-30,36.618183614457834,40.0436,1012052,44.55936019277108,36.618183614457834
38,CEA,2015-05-29,37.39016013763896,36.4542,967295,38.89541561672843,32.18930947591318
39,CEA,2015-04-30,31.35952104311903,37.3709,2049795,45.84279522334108,31.060399457784662
40,CEA,2015-03-31,23.196380344287952,30.8288,544878,31.15686860719875,21.35340669796557
41,CEA,2015-02-27,24.759553699085618,23.2157,475244,24.759553699085618,22.067458811305073
42,CEA,2015-01-30,23.090183901515154,25.4735,606353,26.033145075757577,22.848957575757577
43,CEA,2014-12-31,24.02613737623762,23.3893,740696,25.637528919141914,22.366597068069307
44,CEA,2014-11-28,19.249863380281692,23.9779,631815,24.074390543259558,18.883199315895375
45,CEA,2014-10-31,15.44819920042644,18.1017,332107,18.323629157782516,15.081533635394457
46,CEA,2014-09-30,16.750778580323786,15.4964,294323,16.93411083437111,15.255173349937735
47,CEA,2014-08-29,15.35163056069008,15.6604,361531,16.837583487369066,15.206894886013554
48,CEA,2014-07-31,14.859565831727682,15.0236,618965,15.573596917148363,14.685882594733462
49,CEA,2014-06-30,14.714756257853404,14.7438,321889,15.882391884816755,14.637563587696336
50,CEA,2014-05-30,14.888528815789476,14.6666,230772,15.274491973684214,14.328882236842107
51,CEA,2014-04-30,15.978894545454544,14.8596,382469,16.99204909090909,14.483285454545454
52,CEA,2014-03-31,17.021006024096383,16.0175,433540,17.088549698795177,15.641185240963852
53,CEA,2014-02-28,16.017480865224627,17.3973,807222,18.912206322795342,15.26485224625624
54,CEA,2014-01-31,18.39118597122302,16.0947,747209,18.71925539568345,15.886761879496405
55,CEA,2013-12-31,19.606898960498963,18.5648,537432,19.79023118503119,17.45515758835759
56,CEA,2013-11-29,17.040222300000003,19.2981,653573,20.446336950000003,15.930581550000003
57,CEA,2013-10-31,15.863093081017153,16.3166,481136,17.64817350680071,15.322744411590778
58,CEA,2013-09-30,14.801698660170521,15.8438,476706,17.087567247259436,14.579769671132762
59,CEA,2013-08-30,15.120046260754467,14.5797,411950,16.239334943745863,14.521805757776308
60,CEA,2013-07-31,15.149076424870467,14.8982,396051,15.650829274611398,14.328903497409327
61,CEA,2013-06-28,16.08497940220923,14.8499,479656,16.08497940220923,14.116571604938272
62,CEA,2013-05-31,19.68411223880597,16.1622,380703,20.253407641791043,16.11405111761194
63,CEA,2013-04-30,20.81309970218978,19.8288,314706,21.420893430656932,19.085823065693432
64,CEA,2013-03-28,20.436746125461255,20.9192,351645,22.067440221402215,19.751661623616236
65,CEA,2013-02-28,22.327908712121207,20.3788,89463,22.501591666666663,19.40424564393939
66,CEA,2013-01-31,19.539399242086493,21.6429,179504,22.992228192599196,19.539399242086493
67,CEA,2012-12-31,16.40339303482587,19.3946,712301,19.98319233830846,16.113921393034826
68,CEA,2012-11-30,16.866528000000002,16.6446,307988,18.063009391304348,16.142849739130437
69,CEA,2012-10-31,14.666581096849473,16.5385,290805,17.23323278879813,14.502546966161026
70,CEA,2012-09-28,14.772688545095459,14.6569,287507,15.284087952600396,14.184096774193549
71,CEA,2012-08-31,16.827997900262467,14.7052,325202,17.0016813648294,14.463972965879265
72,CEA,2012-07-31,15.342034562211984,16.7508,494511,17.310446543778806,14.75344078341014
73,CEA,2012-06-29,13.8850009375,15.4385,1413303,15.824462499999997,13.431495
74,CEA,2012-05-31,15.901697615708276,13.7596,1335572,17.194675455820477,13.55696914446003
75,CEA,2012-04-30,15.86304355029586,16.3069,854102,16.3069,14.058670591715977
76,CEA,2012-03-30,18.622745454545452,15.921,531824,18.912218181818183,15.390299999999998
77,CEA,2012-02-29,17.33934578503688,18.3139,230111,19.18231464699684,17.33934578503688
78,CEA,2012-01-31,17.532385341476957,17.378,352893,18.516591893392558,16.490284286507492
79,CEA,2011-12-30,20.610475675675673,17.1368,462262,20.803457657657656,16.181539189189188
80,CEA,2011-11-30,17.84114270544783,20.8999,508149,20.909549076638967,17.31044349030471
81,CEA,2011-10-31,14.14553274611399,18.6227,697947,20.629706010362693,12.785014248704663
82,CEA,2011-09-30,22.328001813471502,14.8982,714621,22.47273821243523,14.473639896373058
83,CEA,2011-08-31,24.22876941467436,23.4086,727758,24.46034666117065,18.78670412201154
84,CEA,2011-07-29,21.527118535006068,23.8429,424027,25.008510004046943,21.006067705382435
85,CEA,2011-06-30,21.208637533512064,21.5946,554075,22.096351206434317,18.83496836461126
86,CEA,2011-05-31,21.189330161579893,21.4981,838148,23.302473743267505,20.73582446140036
87,CEA,2011-04-29,18.410426122448975,21.2762,886671,22.30865052154195,17.571921913832195
88,CEA,2011-03-31,21.295520441408303,18.3622,825139,22.03849963215975,17.879745980031533
89,CEA,2011-02-28,22.038443345323742,21.4595,589749,22.945454586330936,20.533190647482016
90,CEA,2011-01-31,25.077927203389827,22.7718,697597,26.525287372881355,22.106014322033896
91,CEA,2010-12-31,28.590152517702595,24.5279,748277,29.352427930763177,22.2894155306845
92,CEA,2010-11-30,30.25945765950188,28.2814,580325,31.06997884680997,26.872636983964522
93,CEA,2010-10-29,29.690167114303556,30.8963,505349,33.3664601499063,29.18841583385384
94,CEA,2010-09-30,25.02968006546645,29.4779,414160,29.709477610474632,24.75950618657938
95,CEA,2010-08-31,25.2,25.2,453624,25.2,25.0
96,CEA,2010-07-30,20.842005681818183,27.1718,238119,27.95819975142046,20.142447620738636
97,CEA,2010-06-30,19.78063636363636,20.6973,269954,23.640272727272727,19.491163636363634
98,CEA,2010-05-28,26.689390257879655,20.2052,457989,27.065704871060174,18.386346036294174
99,CEA,2010-04-30,25.039360238353193,26.7183,267163,27.548169047128923,22.68980947995666
100,CEA,2010-03-31,19.79509545808967,24.7499,369973,25.44945857699805,18.526240935672515
101,CEA,2010-02-26,16.83760534478645,20.2196,161393,20.258196230016704,15.901646766881415
102,CEA,2010-01-29,17.06440152998776,15.7666,325580,18.347729436964507,15.7666
103,CEA,2009-12-31,19.032827733485195,16.9438,282421,19.563527619589976,15.443366685649202
104,CEA,2009-11-30,13.002144162033359,18.2223,212677,19.621417553613977,12.929776012708498
105,CEA,2009-10-30,16.721873375417747,12.9925,148971,16.726697920534722,12.910482733011513
106,CEA,2009-09-30,14.835406050955415,16.6639,284215,17.12705414012739,14.08278057324841
107,CEA,2009-08-31,16.186290390879478,14.8113,183789,16.557779022801302,13.257802084690553
108,CEA,2009-07-31,10.855236171535115,15.5254,252589,15.5254,10.531991361093846
109,CEA,2009-06-30,11.540283733333334,10.8552,49860,11.540283733333334,10.618797866666668
110,CEA,2009-05-29,8.249931909212284,10.8407,260017,10.937190431686695,8.158265999109926
111,CEA,2009-04-30,7.6902714031971575,8.1486,420520,9.340254351687388,7.506939964476021
112,CEA,2009-03-31,5.910027633289986,7.4201,262099,7.661325617685305,5.789414824447333
113,CEA,2009-02-27,6.469692452830189,6.3925,275331,7.212669811320755,6.209167924528302
114,CEA,2009-01-30,7.299540260680666,6.6627,1325996,7.936380521361332,5.934193338160753
115,CEA,2008-12-31,4.129780392156863,7.3815,978890,8.172719607843137,4.129780392156863
116,CEA,2008-11-28,6.846028763183125,5.032,2074954,7.227167785234899,4.086389261744967
117,CEA,2008-10-31,8.177620061967467,6.2285,2436296,9.070162664601085,4.428941130906274
118,CEA,2008-09-30,10.811805167351732,8.2162,933307,10.990313329418674,7.241641926012918
119,CEA,2008-08-29,16.427577272727273,10.0833,1334109,16.485471818181818,9.5526
120,CEA,2008-07-31,14.951279267175572,15.8004,1328632,17.609606106870228,13.146897709923664
121,CEA,2008-06-30,21.67182169751117,15.1201,814779,21.92752217613274,14.859574984045949
122,CEA,2008-05-30,21.054322577757887,21.5609,697558,24.571417252181696,19.51046757663907
123,CEA,2008-04-30,24.677546784973497,20.9337,664090,25.661753929476838,17.585465890758243
124,CEA,2008-03-31,30.240173307392997,24.7981,511894,30.462101828793777,21.039836980739302
125,CEA,2008-02-29,32.08793773584906,30.1726,324811,35.82212264150943,30.153301886792452
126,CEA,2008-01-31,48.814700867519484,32.8117,556729,49.68794269960299,30.201623584766946
127,CEA,2007-12-31,46.52780684005734,47.1164,472031,51.622514847429855,37.01865013311489
128,CEA,2007-11-30,49.658922458554905,46.2721,818935,50.15584940047962,32.806827233865086
129,CEA,2007-10-31,50.65760511882998,52.7804,1233000,53.83214837294332,44.86816453382084
130,CEA,2007-09-28,37.87263000392465,49.1717,2246900,71.06545731946625,37.06210747645212
131,CEA,2007-08-31,22.55955861781848,23.1771,345000,23.39902893422148,22.55955861781848
132,CEA,2007-07-31,22.55955861781848,23.1771,315000,23.39902893422148,22.55955861781848
133,CEA,2007-06-29,23.181924542048293,23.1771,315000,23.39902893422148,22.55955861781848
134,CEA,2007-05-31,14.227559438085326,23.1819,574950,23.40865323621228,14.164840457856398
135,CEA,2007-04-30,14.473604060913706,14.2565,306400,15.78105296108291,13.50869712351946
136,CEA,2007-03-30,13.942914285714284,14.353,545500,14.719664873949581,12.543798319327731
137,CEA,2007-02-28,13.967014932885906,14.3771,726391,17.266993590604027,13.368773187919464
138,CEA,2007-01-31,11.699524266759777,13.8175,1659900,20.041164455307264,11.588607952164805
139,CEA,2006-12-29,9.127987878787879,10.5078,250900,10.874463360881542,8.997725895316803
