,symbol,date,open,close,volume,high,low
0,CL,2018-07-23,64.6,65.84,48771499,66.25,64.03
1,CL,2018-06-29,62.847331430334826,64.3974,95102839,65.24695681222035,61.575480296250575
2,CL,2018-05-31,64.36764228879379,62.6884,105865617,64.97375932794421,60.889921572356954
3,CL,2018-04-30,70.86603611835045,64.8148,94307500,72.14782504982371,64.42797796044765
4,CL,2018-03-29,68.02209577287945,70.7975,78442916,71.39998988560268,67.02453055245535
5,CL,2018-02-28,73.41491223720459,68.1209,74636955,73.711218892272,67.35050269682472
6,CL,2018-01-31,74.5013494073276,73.326,86491929,76.95081707974137,71.5580374461207
7,CL,2017-12-29,71.24902755467197,74.1379,58618969,74.40811766070244,70.67911394300862
8,CL,2017-11-30,69.49008695652174,71.19,69525824,72.54108695652174,68.53695652173913
9,CL,2017-10-31,71.75010498225691,69.2248,78107361,74.77654052519517,67.84914748048261
10,CL,2017-09-29,70.02642742621826,71.1893,56282877,71.86357065202472,69.15671600549074
11,CL,2017-08-31,70.20234081518706,70.0069,59339186,70.70071489391401,69.0443539852038
12,CL,2017-07-31,72.6454186703601,70.5542,68045969,72.8897199168975,68.189363933518
13,CL,2017-06-30,74.34586402266288,72.0426,58066027,75.09418186968837,71.9551342776204
14,CL,2017-05-31,70.25440599790467,74.2098,75783629,74.69572063907805,68.67030471451021
15,CL,2017-04-28,71.04165255413658,70.0115,64116860,72.77153137146028,68.1941553997779
16,CL,2017-03-31,70.60817973766908,70.7435,79176636,71.95171662795464,70.15389028555813
17,CL,2017-02-28,62.343960674157294,70.5405,109429994,72.5799691011236,62.276300561797754
18,CL,2017-01-31,63.36854177764015,62.4213,88477538,66.21026711056055,61.30974077113658
19,CL,2016-12-30,62.68489365831296,62.8867,68324874,64.6693226849022,61.94493707212713
20,CL,2016-11-30,68.67182207573201,62.68489999999999,81730606,68.9312873984363,62.68489999999999
21,CL,2016-10-31,71.04552822309418,68.5758,61457097,71.17526102858744,67.50910804372198
22,CL,2016-09-30,71.08697448071217,70.8576,70887589,72.0140296735905,67.72281543026706
23,CL,2016-08-31,71.14437277374226,71.0488,50130686,72.04275684691954,70.6187225181598
24,CL,2016-07-29,69.91146876259573,71.1348,64409484,71.99017613865377,69.41869564852881
25,CL,2016-06-30,66.93106885245903,69.5931,66418031,69.5931,66.27506831967213
26,CL,2016-05-31,67.94836929413437,66.9406,64599674,69.13677648061355,66.10396134071866
27,CL,2016-04-29,66.75038542019175,67.4254,70902200,68.25253054145516,64.87745764241397
28,CL,2016-03-31,62.45844433121019,66.7982,70416784,67.36548832271761,62.33553186128804
29,CL,2016-02-29,63.28096905850092,62.0613,71110987,64.66136969835466,60.50598558043876
30,CL,2016-01-29,61.83442647712128,63.8483,91290969,63.96175766326078,58.05250436842885
31,CL,2015-12-31,61.815211002701886,62.6141,68968966,64.37165579405584,61.08220685094566
32,CL,2015-11-30,62.7550572777101,61.7306,63485254,64.01448182095005,60.630953197320345
33,CL,2015-10-30,59.75686321024869,62.3603,72235699,65.26919417483045,59.26813139412209
34,CL,2015-09-30,57.5873176489127,59.3069,96015859,59.93305226914592,56.92378315474314
35,CL,2015-08-31,63.23199178474764,58.6994,76459324,64.76466199649737,47.51277656424136
36,CL,2015-07-31,61.2975288885622,63.5685,64252645,64.69931277565423,61.260146648044696
37,CL,2015-06-30,61.99226390460174,60.7842,71689473,62.79144464149212,60.2452176425623
38,CL,2015-05-29,62.521947117832006,62.0666,54645490,64.38050678245246,62.02013600838448
