,symbol,date,open,close,volume,high,low
0,LB,2018-07-09,37.15,37.41,3141613,37.5598,36.68
1,LB,2018-07-06,35.62,36.7,2912123,36.83,35.43
2,LB,2018-07-05,36.49,35.59,2670916,36.5984,35.32
3,LB,2018-07-03,36.28,36.44,1146616,36.61,36.03
4,LB,2018-07-02,36.55,35.95,3293135,36.68,35.625
5,LB,2018-06-29,37.5,36.88,2615763,37.74,36.79
6,LB,2018-06-28,36.86,37.31,2320544,37.57,36.72
7,LB,2018-06-27,37.38,36.82,2958737,37.81,36.72
8,LB,2018-06-26,36.97,37.43,3101460,37.625,36.91
9,LB,2018-06-25,36.58,36.87,2671894,37.02,36.45
10,LB,2018-06-22,37.16,36.69,4109480,37.4,36.56
11,LB,2018-06-21,36.33,37.14,3081416,37.19,36.08
12,LB,2018-06-20,36.21,36.4,2526396,36.48,35.52
13,LB,2018-06-19,36.18,35.96,3475285,36.45,35.77
14,LB,2018-06-18,36.28,36.36,4745392,37.42,36.19
15,LB,2018-06-15,35.98,36.39,4706313,37.1014,35.72
16,LB,2018-06-14,36.45,35.99,4622510,36.45,35.47
17,LB,2018-06-13,36.5,36.51,3033121,36.86,36.0
18,LB,2018-06-12,37.39,36.52,4491509,37.4,35.82
19,LB,2018-06-11,37.13,36.94,4345169,37.42,36.85
20,LB,2018-06-08,37.34,36.99,5237095,37.65,36.335
21,LB,2018-06-07,37.35,37.55,5160462,37.92,37.09
22,LB,2018-06-06,37.36,37.09,5939655,38.14,36.16
23,LB,2018-06-05,35.81,37.19,7093342,37.34,35.75
24,LB,2018-06-04,34.94,35.8,5885257,35.85,34.72
25,LB,2018-06-01,33.95,34.57,4328177,34.99,33.81
26,LB,2018-05-31,35.1,33.91,7837124,35.23,33.59
27,LB,2018-05-30,34.93195273631841,35.551,5294316,35.89982822001105,34.814038971807626
28,LB,2018-05-29,34.7452,34.7452,3946373,34.93189649321266,34.53885124434389
29,LB,2018-05-25,34.126187154929575,34.8828,5802041,35.118627380281694,34.008273464788736
30,LB,2018-05-24,32.347685519591145,34.6077,15041618,35.37413969335605,32.1413363713799
31,LB,2018-05-23,33.32043406754772,33.458,5602774,33.703653450807636,33.084606754772395
32,LB,2018-05-22,33.74291438658429,33.399,3680767,33.78221888790821,33.28108649602824
33,LB,2018-05-21,33.37939089574156,33.458,3343179,34.05739441997063,33.32043406754772
34,LB,2018-05-18,33.42853195020747,33.1534,3056627,33.7724468879668,32.593309958506225
35,LB,2018-05-17,33.418695447870775,33.458,2812114,33.97878531571219,33.340086343612334
36,LB,2018-05-16,33.23203252412986,33.5956,4016808,33.91986288388418,33.05516186019304
37,LB,2018-05-15,32.61298622035424,32.7309,3650335,32.780030741519056,31.93498198739117
38,LB,2018-05-14,32.42629852542883,32.6523,6168784,33.44821823653325,32.16099244658441
39,LB,2018-05-11,30.96215678935973,31.7679,6375113,32.22972842561089,30.804938601917726
40,LB,2018-05-10,32.57364204545455,31.1292,16078868,33.06494886363637,30.166238636363637
41,LB,2018-05-09,33.51697385697538,33.5268,4625033,34.19723773856976,32.98636213364596
42,LB,2018-05-08,33.39903067177372,33.3499,4179900,33.75552282616382,33.02563756629346
43,LB,2018-05-07,33.752735968263295,33.4383,4695627,33.94434538642374,32.77012356744049
44,LB,2018-05-04,33.90019213973799,33.7528,3122912,34.23428098981078,33.29097129548763
45,LB,2018-05-03,33.70367255356109,33.9395,3090925,34.32271960046324,33.52680196873191
